,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size,clean_link
168667,B015GEPV3K,Ware Large Rice Pops Small Animal Treats 6 Pieces - 4 Pack,"This rice pops are a wholesome combination of crunchy chews and <br> flavorful fun, made from tasty rice ...",rabbits and rodents,rabbits and rodents_0,29,0.71307,10.0,58
169141,B015MW6838,Alfie Pet by Petoga Couture - Paisley Hanging Square Hideout for Small Animals like Guinea Pig and ...,Whats the housing requirement for small animalsThe cage needs to <br> have a spot for your pet...,rabbits and rodents,rabbits and rodents_0,71,0.8562714285714286,7.0,105
170544,B01685M4IQ,Pet's Friend Eggshellent Calcium 16 Ounces,"One of natures purest and most absorbant forms of calcium, and <br> comes from a natural, sustainable sou...",dog,dog_0,42,0.53034375,16.0,42
170692,B0169I2LIU,"STAR WARS C-3PO &amp; R2-D2 Mice Cat Toys, Pack of 2 toys","STAR WARS C-3PO & R2-D2 Mice Cat Toys, Pack of 2 toys",cat,cat_0,19,0.7231666666666666,15.0,57
170766,B0169JLU9A,Well &amp; Good Urinary Support Cat Chews,"Well & Good Urinary Support Cat Chews, Pack of 60 chews, 2.3 OZ",cat,cat_0,33,0.5361083333333333,12.0,41
170929,B016BBO7OG,SunGrow Giant Catappa Leaf (10 leaves) For FreshWater Live Fish Betta Discus Arowana Breeding ...,You are winning 10 pieces of SunGrow Giant Leaf. Indian Almond <br> leaves have been widely used by Asian...,fish,fish_0,39,0.546025,8.0,108
171003,B016BSA5GI,Bonka Bird Toys 1003 Cliff Leather Bird Toy Parrot cage Toys Cages Cockatiel Conure Amazon Quality ...,"1003 Cliff leather is a cascading waterfall of leathery chew, <br> multiple strands of tied leather are i...",bird,bird_0,47,0.7809333333333335,6.0,127
171664,B016NNFQB0,OFHUH Bark and Meow Premium Expandable Pet Dog Cat Carrier,",Premium Expandable Pet Carrier designed to provide extra room <br> while transporting your pet,- ...",dog,dog_0,17,0.7418700000000001,20.0,58
171890,B016QVYFN4,"GiftsForYouNow &ldquo;Paw Prints&rdquo; Personalized Dog Memorial Frame, 8&rdquo; x 10&rdquo;",",The message on this personalized dog memorial frame  Dogs Come <br> Into Our Lives and Leave Paw Prints ...",dog,dog_0,36,0.7395470588235294,17.0,93
172192,B016W43MOS,Lillypet(TM) Pet Costume Blue Peacock for Dogs or Cats,"Features:,",dog,dog_0,12,0.759812,25.0,54
172497,B017077UEY,"Reptile Habitat, Terrarium Background, Creepy Mossy Forest, 24&quot; x 36&quot;",nan,amphibians and reptiles,amphibians and reptiles_0,3,0.6641916666666666,12.0,79
173509,B017DYNMHI,Cookies SF Odor Free Bags - Assorted Sizes (X-Large),nan,other,other_0,9,0.633325,12.0,52
173702,B017HO1YY2,"Pet Focus, Aviary and Cage Disinfectant - Concentrated (1 Quart)",PET FOCUS AVIARY AND CAGE CLEANER is a blended proprietary <br> formula of surfactants to break down bird...,bird,bird_0,62,0.6825400000000001,5.0,64
174186,B017OHCMJ8,Car Door Protector for Dogs | Waterproof Pet Guard Vehicle Interior Seat Scratch Back,nan,rabbits and rodents,rabbits and rodents_0,62,0.9415571428571428,7.0,85
174238,B017PESC8K,Aquatic Arts 5 Live Blue Diamond Shrimp aka Sapphire Shrimp (Neocaridina davidi) - Breeding Age ...,",These shrimp are a stunning dark blue color, making them look <br> like living gems in any aquarium set-...",fish,fish_0,41,0.8045125000000001,8.0,124
174463,B017S1D1Y0,"Hilton Herbs 72030 Herballs Horse Treat, 4.4 lb",Our tasty Herballs horse treat are full of natural ingredients <br> that your horse or pony will love. De...,farm animals,farm animals_0,6,0.8407312499999998,16.0,47
174632,B017TT8DA8,Formula One&trade; Quick Weight Gain Mixture,Formula One is used to feed newborns and supplement handfeeding <br> formulas and for underweight adults ...,bird,bird_0,16,0.5931888888888889,9.0,44
175707,B018BZHWO2,"Krudzapper Ointment, 16 oz",Krudzapper is a topical spray that is formulated for all animals <br> and is safe and effective. Formulat...,farm animals,farm animals_0,18,0.401590909090909,11.0,26
175793,B018EVNRZG,Aquatic Arts 5 Live Red Rili Shrimp (Neocaridina davidi) - Breeding Age Young Adults at 1/2 to 1 ...,nan,fish,fish_0,42,0.7020000000000001,8.0,106
175822,B018F78CYK,Aquatic Arts 10 Live Freshwater Golden Back Yellow Shrimp (Neocaridina davidi - 1/2 to 1 Inch Long),nan,rabbits and rodents,rabbits and rodents_0,74,0.5925571428571429,7.0,99
176244,B018MXSCF6,Aquatic Arts 1 Brazos Dwarf Crayfish/Mini Lobster (Cambarellus texanus) - 1/2 Inch to 1 1/2 Inches,nan,fish,fish_0,12,0.6917916666666666,12.0,98
176482,B018QQ1PGW,Thomas Moore Feed TMF Songbird Mix Bird Seed,"Thomas Moore Feed Songbird Mix is a mixture of black oil <br> sunflower seeds, striped sunflower seeds, a...",bird,bird_0,13,0.54281,10.0,44
176808,B018VLU7A2,Yaheetech Large Bird Parrot Cage Cockatiel Conure Cacique Pionus W/Stand &amp; Two Doors,"Features: 
 
Strong and steady metal main frame of quality <br> craftsmanship 
Three f...",bird,bird_0,33,0.7922714285714286,7.0,88
176837,B018W9WVZW,COSYWORLD Flea and Tick Collar - Adjustable &amp; Waterproof Flea and Tick Control Collar (DOG S),"Summer is coming, and all kinds of mosquito bacteria are <br> starting to come back to life.This produ...",dog,dog_0,13,0.8058208333333332,24.0,97
177624,B019AB87WM,Aquatic Experts 7 Inch Filter Socks 200 Micron - 7 Inch Ring by 8 Inch Long Filter Socks - Short - ...,"""love these socks"" ""very sturdy"" ""great at trapping algae and <br> debris in my salt water tank"" ""dura...",fish,fish_0,2,0.5111375000000001,24.0,149
177857,B019ELD11K,"Recovery Food, Sherwood SARx PLUS for Rabbits - soy-free (compare to 'Critical Care')",A scientifically formulated complete and balanced meal designed <br> specifically for rabbits who have be...,rabbits and rodents,rabbits and rodents_0,14,0.7518999999999999,11.0,85
177858,B019EM0ECS,SARx PLUS for Rabbits - soy-free (compare to 'Critical Care'),A scientifically formulated complete and balanced rabbit food <br> meal (recovery food) designed specific...,rabbits and rodents,rabbits and rodents_0,13,0.7721083333333332,12.0,61
178829,B019V8FWY0,Personalized Engraved Pet Memorial Step Stone 7.5&quot; Diameter 'Forever in Our Hearts',Personalized Engraved Pet Memorial and Tribute Step Stone. Each <br> stone is hand cast and individually ...,dog,dog_0,5,0.7014363636363635,33.0,88
178912,B019WJ504K,PetLuv Premium &quot;Happy Dog&quot; Medium Soft Sided Dog Crate &amp; Pet Carrier w/ Comfy Plush ...,nan,dog,dog_0,31,0.7539611111111111,18.0,208
179292,B01A1G0EQM,Ju-Ju-Be Tokidoki X Be Quick in Space Place,Organize the inside of your favorite bags or carry it alone as a <br> purse. It doesn't matter if you are...,other,other_0,28,0.7799555555555556,9.0,43
179691,B01A9CWMRM,Ju-Ju-Be B.F.F. Tokidoki Sanrio Dream World Diaper Bag,This bag will be your BFF. It will also make you new BFFs <br> because all the other ladies will want to ...,farm animals,farm animals_0,68,0.8062,6.0,54
179796,B01AATX9G2,KissAble Dog Toothpaste (3 Pack),All Natural Vanilla Flavored Dog Toothpaste is safe and <br> effective way to help keep your dog's oral h...,dog,dog_0,28,0.5676684210526315,19.0,32
180286,B01AK8KVO6,"Penn Plax Cascade Pro Carb Canister Filter for Aquariums, 8 Total Filters (4 packs with 2 filters ...",Carbon Cartridges are designed specifically for Cascade Canister <br> Filters. Laboratory-grade carbon ta...,amphibians and reptiles,amphibians and reptiles_0,37,0.4692833333333334,6.0,111
180474,B01AM08E6Y,"Fullsexy No Bark Collar for Dogs - Extremely Effective No Bark Collar with No Pain or Harm, 7 ...","Sometimes your dog will be very violent, continuous barking, <br> barking is a completely natural dog beh...",rabbits and rodents,rabbits and rodents_0,33,0.51874,10.0,178
180673,B01APLFQX4,0037 SHREDMASTER Bird Toy cage Toys Cages Bulletproof Plastic Shredder Amazon,Shredmaster bird toy is a perfect foraging toy from Lucky Bird <br> for your parrots. The Shredmaster bir...,bird,bird_0,71,0.682,5.0,77
180997,B01AUZ2HZK,Only Natural Pet Grain Free Jerky Strips Dog Treats,"Treat your dog to the highest quality, healthiest treats <br> available with delicious Only Natural Pet J...",dog,dog_0,26,0.6578315789473683,19.0,51
181025,B01AVQ1JI4,"Water filter replacement for Pioneer Plastic Pet Fountains By NISPIRA, 12 filters",A pack of 12 premium water filters for Pioneer Raindrop Plastic <br> fountain and the Fung Shui Plastic F...,cat,cat_0,61,0.7322090909090909,11.0,81
181030,B01AVRWSHE,Cloud Star Corporation Tricky Trainer 14 Oz Chewy Cheddar,Cloud Star Corporation Tricky Trainer 14 Oz Chewy Cheddar,dog,dog_0,75,0.6137357142857143,14.0,57
182169,B01BCT6844,"Technyflex Canine Premium Joint Supplement Milligram Capsules Reduce Arthritis Pain, Swelling and ...","DOES YOUR DOG HAVE JOINT DAMAGE OR ARTHRITIS? Signs include <br> difficulty getting up from laying down, ...",dog,dog_0,76,0.4538307692307693,13.0,192
182355,B01BFOM7RS,Mr. Chops Triceratops,"Our new age dinosaur is far from extinct and a real parrot <br> favorite. Mr. Chops, an Amazon exclusive,...",bird,bird_0,57,0.9227799999999998,5.0,21
182485,B01BGZSIEW,"Reptile Habitat, Terrarium Background, DEEP IN THE JUNGLE - 24 Tall&quot; x 36 Wide&quot;","24""x36"" Background is water resistant, scratch resistant and <br> tear resistant.",amphibians and reptiles,amphibians and reptiles_0,35,0.5695500000000001,6.0,89
182551,B01BHQGSNI,"Galapagos (05400 Terrarium Background Clings, 11.125&quot; x 36&quot;, Woodland","Galapagos (05400) Terrarium Background Clings, 11.125"" x 36"", <br> Woodland",amphibians and reptiles,amphibians and reptiles_0,24,0.7224166666666666,6.0,79
182580,B01BHVDS9A,"Supreme Petfoods Science Selective Chinchilla Food, 4 Lb 6 Oz","This balanced diet for chinchillas has tasty parsley, plantain <br> and linseed for healthy, shiny coats....",rabbits and rodents,rabbits and rodents_0,32,0.48018,10.0,61
182614,B01BI7CPDI,"Mazuri Tortoise LS Diet ( Not The Original Tortoise Diet), 5lbs (2.2kg)",Mazuri Tortoise LS Diet is a high fiber diet designed for dry <br> land herbivorous tortoises such as gop...,amphibians and reptiles,amphibians and reptiles_0,76,0.55585,4.0,71
182660,B01BINMKBO,Cherrybrook Royal Blue Dog Breed Embroidered Adams Cotton Twill Caps (All Breeds),"For the best in great looking durable caps, look no further than <br> these Embroidered Adams Cotton Twil...",dog,dog_0,11,0.6605307692307694,26.0,81
182701,B01BJBR48Y,"POP VIEW Dog Bark Collar for Small, Medium, Large Dogs, Anti Bark Collar with Sound and Vibration, ...",New version bark collar,bird,bird_0,78,0.81706,5.0,130
182705,B01BJE8BRE,"Zoo Med Frog Moss, 80 Cubic Inches Each (3 Pack)","Completely natural frog moss for use with frogs, toads, <br> salamanders, garter or green snakes and all ...",amphibians and reptiles,amphibians and reptiles_0,79,0.611025,4.0,48
182708,B01BJFCS5E,"Zoo Med 6 Pack of Aquatic Turtle Banquet Block Value Packs, Regular Size, 30 Blocks Total, Food and ...",Great as an additional food source while away on vacation. Food <br> and Calcium Supplement in One. Conta...,amphibians and reptiles,amphibians and reptiles_0,57,0.6210600000000001,5.0,118
182998,B01BMXCW04,Poultry Chicken Waterer Nipple Drinker with Cup (2 in a pack) Wet Your Beak,"These chicken nipple drinkers are a new product developed as <br> farmer's demand,which can effectively r...",farm animals,farm animals_0,46,0.7009857142857143,7.0,75
183023,B01BNFIMCS,AF Guppy Flakes - Aquatic Foods Premium Tropical Fish Flakes,",Ingredients: Salmon Fish Meal, Gluten Flour, Soy Flour, Brewers <br> Yeast, Corn Starch, Freeze D...",fish,fish_0,9,0.4676769230769231,13.0,60
183042,B01BNFJIXK,AF Ultra 40% Silk Worm Koi &amp; Pond Flakes - Aquatic Foods Premium Tropical Fish Flakes,",Our Custom made Silk Worm Flakes consist of 40% Freeze Dried <br> Silk Worms. Ideal for Color conditioni...",fish,fish_0,31,0.7422111111111112,9.0,89
183621,B01BY0VKAS,Topeakmart Wrought Iron Bird Cage Play Top Pet House Cockatiel Cockatoo Cage,DescriptionThis brand new premium bird cage is made of high <br> quality iron with non-t...,bird,bird_0,73,0.78962,5.0,76
183801,B01C2EW072,"LupinePet Originals 1/2&quot; Rose Garden Cat Safety Collar with Bell, 8-12&quot;","All Lupine products are proudly built in Conway, New Hampshire <br> and Guaranteed (Even if Chewed). 1/2""...",cat,cat_0,60,0.5834818181818182,11.0,81
183816,B01C2EV2RQ,Lupine Alpen Glow Adjustable Dog Collar for Medium and Large Dogs,"All Lupine products are proudly built in Conway, New Hampshire <br> and Guaranteed (Even if Chewed). 1 co...",dog,dog_0,25,0.7661000000000001,19.0,65
183819,B01C2EVHMQ,LupinePet 1 Inch Rose Garden Adjustable Dog Collar for Medium and Large Dogs,"All Lupine products are proudly built in Conway, New Hampshire <br> and Guaranteed (Even if Chewed). 1 co...",dog,dog_0,73,0.6668214285714286,14.0,76
184366,B01C7TRAO0,Marineland Rite-Size Replacement Cartridge Size Z - 12 Total (4 Packs with 3 per Pack),Our filter cartridges meet the absolute highest standards of <br> water purification performance and oper...,fish,fish_0,74,0.6928285714285715,7.0,86
184434,B01C8S1JRO,"Cashel Hot Leaf Horse Fly Mask Standard and with Ears, Sizes: Horse or Arab/Cob/Small Quarter Horse","This is the limited Cashel Designer Fly Mask. The Crusader Fly <br> Mask, with its patented three-hole ca...",farm animals,farm animals_0,30,0.7857777777777778,9.0,99
184457,B01C91507A,Marineland Rite-Size Cartridge E -12 Total Cartridges (3 Packs with 4 per Pack),Marineland Rite-Size Cartridge E -12 Total Cartridges (3 Packs <br> with 4 per Pack),fish,fish_0,4,0.4950263157894738,19.0,79
184823,B01CDIHDAG,"Exo Terra Night-Glo Moonlight Lamp, 25-Watt (4 Pack)",The Exo Terra Night-Glo T10 Moonlight Terrarium Lamp has a dark <br> blue glass sleeve allowing it to emi...,amphibians and reptiles,amphibians and reptiles_0,53,0.52584,5.0,52
184917,B01CEUK14S,"PetLac Milk Powder for Kittens, 10.5-Ounce Each (3 Pack)","PetLac Milk Powder for Kittens, 10.5-Ounce Each (3 Pack)",cat,cat_0,73,0.67655,10.0,56
185194,B01CIGQKUM,"DYEOF Flea Tick Collar for Cats - 8 Months Protection - Hypoallergenic, Adjustable &amp; Waterproof ...",Fleas and ticks can cause a wide variety of issues for your cats <br> and the most common of which is fle...,other,other_0,73,0.689275,8.0,165
185257,B01CJ5EQ76,"Fussie Cat Market Fresh Chicken &amp; Turkey Recipe, 4 Lb",Cats are notoriously fussy when it comes to their food. And it <br> isnt just to test your patience. Its ...,cat,cat_0,77,0.71208,10.0,57
185469,B01CMUYEVQ,Anubias nana + Minima Live Aquarium Plants on Driftwood for Freshwater Fish Tank by greenpro,- You get 2 plant on a driftwood.The photo is a sample from our <br> stock.- Approximately ...,fish,fish_0,16,0.7608272727272728,11.0,92
186275,B01CY6UDJA,"HuggleHounds Hugglefleece Dog Bed Mat, Plush Soft and Durable, Machine Washable Bed","HuggleFleece is made of dense, synthetic lambswool and features <br> the same, great attributes of natura...",dog,dog_0,53,0.6969866666666668,15.0,83
186333,B01CYUS7XK,"SWEETER HEATER Infrared Heater for Chicks &amp; Pets, Overhead 11x30, 100 Watt","The Overhead Mount Sweeter Heater is safe, energy efficient, <br> indestructible, and reliable. This is a...",farm animals,farm animals_0,23,0.8145399999999999,10.0,78
186334,B01CYUZSQ4,"SWEETER HEATER Infrared Heater for Chicks &amp; Pets, Overhead 11x40, 150 Watt","The Overhead Mount Sweeter Heater is safe, energy efficient, <br> indestructible, and reliable. This is a...",farm animals,farm animals_0,2,0.8002037037037036,27.0,78
186476,B01D0Q2EMW,10 S+ Grade CBS Crystal Black Shrimp Live Freshwater Aquarium Shrimp - 1/4 to 1/2 inch long by ...,"Scientific Name: Caridina cantonensis sp. ""Crystal <br> Black"",Optimal Water Parameters: PH: 5.8  6.8...",rabbits and rodents,rabbits and rodents_0,49,0.6937,8.0,103
187355,B01DCHIMTI,Fashion Bird Hoodies,"Dress your bird up in a sporty & fun style with our exclusive <br> ""Hoodie"" sweatshirts. Made of top-qual...",bird,bird_0,27,0.7364,8.0,20
187422,B01DDILO1E,Grandline Fish Tank Aquarium Algae Cleaning Glass Magnetic scraper,Grandline Great your home  Grandline Fish Tank Aquarium Algae <br> Cleaning Glass Magn...,fish,fish_0,33,0.845975,8.0,66
187435,B01DDRVB9K,Carolina Custom Cages Reptile 12&quot; T5HO UVB Standard Light Fixture,The best fixture that weve ever used for our reptiles UVB <br> requirements! Now we are offering this gre...,amphibians and reptiles,amphibians and reptiles_0,62,0.7021000000000001,4.0,70
187442,B01DDUPVR0,"Sofa or Table Leg Attachment Plate (Set of 4), 5/16-Inch Brackets for Couch Furniture ...",new bark collar,other,other_0,19,0.39395,10.0,135
187595,B01DFBTGFK,Purina Animal Nutrition Purina Nicker Makers Treats 15lbs 15LB,Purina| Easy to feed| Easy to eat| Highly palatable| Added <br> biotin to help support hoof integrity| Ad...,farm animals,farm animals_0,55,0.7685714285714286,7.0,62
188245,B01DOIS312,ZippyPaws Medium Hedgehog Squeaky Replacement Burrow Toys for Dogs (12 Pack),These 12-pack toys can be used to replace worn-out critters from <br> any Zippy Burrow Interactive dog to...,dog,dog_0,57,0.6113066666666666,15.0,76
188289,B01DP2D6UU,Greenies Feline SmartBites Healthy Skin and Fur Salmon -- 2.1 oz(packof2),e designed Feline Greenies SmartBites cat treats to be an <br> irresistible treat that delivers essential...,cat,cat_0,63,0.4197181818181818,11.0,73
188444,B01DRNJQ24,Anubias barteri var nana Potted Live Aquarium Plants for Freshwater Fish Tank by greenpro,- You get a potted Anubias barteri var nana.The photo is a <br> sample from our stock.- App...,amphibians and reptiles,amphibians and reptiles_0,70,0.8413750000000001,4.0,89
188583,B01DTPIIZG,PatriaPet Thin Blue Line Dog Collar Benefits Police Unity Tour,The Thin Blue Line stands for law enforcement's separation of <br> chaos and order. It represents the hug...,dog,dog_0,47,0.7344812500000001,16.0,62
