,asin,title,description,category,topic_name,bubble_color,bubble_size,clean_link,topic_rank
1146,B000P49DWM,"Pro Plan Selects Dry Cat Food, Adult Natural <br>Salmon And Brown Rice  Formula, 3.5 Pound Bag","Pro Plan Selects Dry Cat food is designed to offer <br>natural product benefits by providing a balance <br>between what is in the product (real chicken or <br>salmon, brown rice, sweet potatoes, spinach & <br>blueberry pomace) and what is not in the product <br>(formulated without ground corn, animal by- <br>products, or ...",cat,cat_4,0.5996,2,1.0,76
5708,B00PU7XNWA,"Gardman NT070 The Nuttery Squirrel Resistant <br>Peanut / Sunflower Seed Bird Feed Globe, Ocean <br>Green (GardmanNT070 )",",The Nuttery Squirrel Resistant Peanut/ Sunflower <br>Seed Bird Feed Globe with Ocean Green <br>finish.,Features:, Seed Capacity: 1.47 lbs <br>Squirrel resistant Easy to fill and clean <br>Diameter: 11""",bird,bird_0,0.296,1,,76
9288,B00NLEY8NM,Guinea Pig Pellets 25lb,"An alfalfa based pellet with Vitamin C added. <br>These 20&#037; protein pellets are a complete, <br>balanced diet. Protein (Min 20&#037;), Fat (Min <br>3&#037;), Fiber (Max 16&#037;) .",rabbits and rodents,rabbits and rodents_0,-0.5684,1,1.0,76
13762,B00DD5E1WM,Paco Collars - &quot;Chickies&quot; - Handmade <br>Leather Small Dog Collar- 3/4&quot; Wide - Silver <br>- Tan 10&quot;-12&quot;,"This 3/4_ wide collar features two symmetrical <br>rows of pyramid spikes, making your little guy <br>look his toughest. As with the rest of our toy dog <br>collars, it tapers down to a 1/2_ buckle for your <br>little guys comfort. Paco Collars are based on <br>your pet's true neck size, *not* the length of the <br>...",dog,dog_4,0.3384,1,,77
8245,B00II718FI,"K&amp;H Cool Bed III Cooling Dog Bed, Large, <br>32-Inches by 44-Inches, Gray by K&amp;H <br>Manufacturing [Pet Supplies]",cool bed,dog,dog_5,0.9506,1,1.0,77
125,B0002AT50O,Petmate Carpeted Cat Scratching Post - Colors May <br>Vary,Are you tired of your cats scraping up your <br>furniture and walls? The Petmate Sisal Rope Cat <br>Post gives those kitties a place to scratch. This <br>scratch post provides premium surface area for <br>claw and paw maintenance. Blissfull blue color,cat,cat_3,0.2761636363636363,11,,77
1170,B000PIJX9G,ZiwiPeak Good-Cat - Lamb Liver Real Meat Jerky - 3 <br>oz,",ZiwiPeak - Good-Cat Treats,ZiwiPeak ingredients <br>are ranch-raised (free of antibiotics and <br>hormones) on New Zealand's green fields and fished <br>from its clear waters. Only ingredients 'passed <br>fit for human consumption' make the grade. No <br>added salt, no colors, preservatives, fillers or <br>grains. ...",cat,cat_4,0.4442666666666666,3,1.0,77
122,B0002DIKR0,"F.M. Brown'S Tropical Carnival Rabbit Food, 3 Lb","Tropical Carnival Rabbit food is a vitamin- <br>nutrient-fortified food and treat, all-in-one. <br>This premium gourmet food is specifically <br>formulated for the daily dietary needs of rabbits, <br>jam-packed with a medley of delicacies. We have <br>included fiber-rich Timothy and Alfalfa Hay <br>Pellets and beneficial ...",rabbits and rodents,rabbits and rodents_4,0.3495125,8,1.0,77
3530,B00KOC7V42,Hartz Tuff Stuff Nose Divers Dog Toy 1 EA (Pack of <br>8),,farm animals,farm animals_0,0.9523,1,1.0,77
8,B0001RTDIC,"MarineLand Emperor Filter Systems, 400B","At Marineland, innovation powers everything we do. <br>From industry firsts to industry standards, <br>Marineland products are designed with both <br>performance and style in mind. We push precision <br>and power beyond the expected and listen to our <br>loyal customers to make our products even better. <br>We do this ...",fish,fish_2,0.4899790384615384,520,1.0,77
356,B0002DK7AS,Kaytee Spray Millet,"Kaytee Spray Millet is a favorite treat all birds <br>enjoy. Millet comes naturally on a stem and is <br>good for encouraging weaning and getting birds to <br>eat. Spray Millet is great for fledglings, <br>juveniles and full-grown birds.,,",bird,bird_5,0.353122,50,1.0,77
102,B0002AQL6A,Zupreem Canary/Finch Maintenance 2.25lb,Product Highlight(s): ZuPreem AvianMaintenance <br>Natural Diet Canary/Finch Maintenance ZuPreem <br>AvianMaintenance Natural Diets are formulated to <br>meet all the accepted nutrient requirements for <br>the maintenance of various types of adult <br>psittacines (hookbills) and passerines <br>(softbills).The diets are ...,bird,bird_6,0.27055,2,1.0,77
1827,B002FTGZS0,Royal Canin Dachshund Junior Dry Mix (1.5kg),"Royal Canin Dachshund Junior Dry Mix helps support <br>the development and maintenance of a Dachshunds <br>puppys joints, from the youngest age, thanks to a <br>high content of glucosamine, chondroitin, EPA and <br>DHA. Designed for puppys up to 10 months the mix <br>helps to meet the requirements of a short and ...",dog,dog_6,0.8597,1,1.0,77
161,B0002DGZAE,Veterinarian's Best First Aid Pet Swabs for Dogs <br>and Cats,"Relieves pain and cleans minor cuts, scrapes and <br>burns. Filled with antiseptic & anesthetic <br>formula. For dogs and cats.",cat,cat_6,-0.717,1,1.0,77
0,B00004WG0E,"3M 133 Marine Duct Tape, 60 yds Length x 2"" Width","3M, Scotch A/C &amp; Ventilating, 2"" X 60 YDS <br>Cloth Duct Tape, Super Strong Yet Easy To Tear, <br>Seals &amp; Repairs, Strong Adhesive, Apply to <br>Clean, Dry Surfaces, Cloth &amp; Plastic Tapes Are <br>Not To Be Used On Flues Or Chimneys.,3M Scotch A/C <br>and Ventilating Duct Tape measures 48 mm x 60 <br>yards.  ...",cat,cat_5,0.3257,4,1.0,77
3651,B00943PNYM,Medium Pet Car Seat Booster Seat Dog Travel Bed <br>Cat Beige and Brown Floral,,dog,dog_2,0.82285,4,1.0,77
7037,B00494ZDJ6,Chilly Dog 200-27 Monkey Hoodie Dog Sweater,"Chilly Dog 200-27 Features: -Dog sweater. -Tan <br>color. -Flat knit with hood style. -Made following <br>the Fair Trade guidelines. -Sweaters are handmade <br>and may vary slightly in color and style. <br>-Available in several sizes. Specifications: -XX- <br>small: 5"" H x 10"" W. -X-small: 6"" H x 13"" W. <br>-Large: 11"" H x ...",dog,dog_3,-0.2755,1,1.0,77
423,B000G1OYAA,OSI Marine Lab Aquatic Turtle Floating Pellets <br>Fish Food Medium 7.86oz,"OSI Marine Lab Aquatic Turtle Floating Pellets <br>Fish Food Medium 7.86ozFloating pellet for aquatic <br>turtles. Contains all essential nutrient and <br>chitosan. Plus vitamins A, C, D3 AND E fortified. <br>As well as spirulina and yest. No soy products <br>included. Feed an amount your turtle will consume <br>in 20 ...",amphibians and reptiles,amphibians and reptiles_0,0.8661333333333333,3,1.0,77
447,B000W7IQOS,"Signature Sorrento Extra-Small 5-Inch Pet Bowl, <br>Ivory","The Signature Sorrento Extra Small 5-Inch Pet Bowl <br>in Ivory is a classic bowl for your cat. Perfect <br>for water or food, this bowl in 5-inches in <br>diameter and will hold up to 8-ounces of water or <br>food. The bowl of dishwasher safe for easy <br>cleaning and is also available in an array of <br>colors so you ...",cat,cat_2,0.983,1,,77
5,B00020BL38,Lifemate Hemp Small Animal Bedding,Small animal bedding made from fibers from the <br>core of the hemp plant,rabbits and rodents,rabbits and rodents_6,0.7072409090909091,22,1.0,77
120,B0002AREOI,Kent Marine Superbuffer-DKH,"Kent Superbuffer-DKH is a specially formulated pH <br>buffer and alkalinity or carbonate hardness (KH) <br>builder, designed to adjust the pH of saltwater <br>aquariums to the range of 8.0 to 8.3 and build the <br>KH. Superbuffer-DKH is the finest buffer available <br>for either fish only or reef type marine aquariums <br>...",fish,fish_3,0.31845,2,,77
10195,B00U26NU36,BESSIE AND BARNIE Pandora Swarovski Crystals Pet <br>Harness,"All of our Bessie and Bernie Swarovski Crystal <br>products are made with Ultra suedewhich brings a <br>new standard of luxury and performance. Ultra <br>suede is soft, supple and sensuous to the touch. <br>It is also resistant to stains and discoloration.",rabbits and rodents,rabbits and rodents_0,-0.3818,1,1.0,77
222,B0014E23F6,Go Pet Club 62&quot; Tall Greyish Black Cat Tree <br>Furniture,"* Color : Grey & Black* Overall Size : 26""W x 20""L <br>x 62""H* Size of Condo : 16""W x 13""L x 10""H* Top <br>Bed: 15"" x 15""* Hanging Balls and Rope included* <br>(Front) Bottom post can turn* The positions of the <br>top two beds and rope with balls are <br>interchangeable* Covering Material : Only the <br>posts is carpet, ...",cat,cat_1,0.4664436746987954,332,,77
244,B0009YF4FI,Tetra Whisper Easy to Use Air Pump for Aquariums <br>(Non-UL),"For 50 years, fishkeeping enthusiasts have looked <br>to the Tetra name for products and solutions that <br>add ease and beauty to their home. Whether you're <br>an experienced hobbyist or just starting out, <br>Tetra has everything you need-from a large variety <br>of quality fish food and innovative equipment to <br>...",rabbits and rodents,rabbits and rodents_2,0.407134770797963,2945,,77
14899,B00PIU1U2E,Shedmonster Dog De-shedding Tool,,cat,cat_0,0.9895,1,,77
6399,B00LHY4FR2,"Uxcell Oval Leaves Aquarium Simulation Plant, <br>6.3-Inch, Green","6.3"" height aquarium simulation underwater plant, <br>designed with green plastic oval shaped leaves. <br>Widely used to colorize the fish tank and provide <br>an ideal place for pet fishes playing and resting. <br>Fashionable and lifelike aquascape decoration, <br>which can help build a beautiful and natural ...",fish,fish_0,0.4019,1,1.0,77
102,B0002JEKCS,"Tropical Science Labs ATCNMM530 Nitromax Marine <br>BaCounteria Blend, 16-Ounce","The only pure, maximum-density blend of <br>nitrosomonas and nitrobacter combined with <br>oxygenating bacteria boosters for saltwater <br>aquariums. Over 2 billion ammonia and nitrite <br>oxidizing bacteria per ounce. Don't be fooled by <br>other imitators that claim high plate counts of <br>their bacteria. Many ...",fish,fish_4,-0.1970333333333333,3,0.0,77
3094,B004V4BF0K,Blue Bibbon Pet Products Nature's Feeding Time <br>Starter Nut Feeder Small - Forest Green,Nature's Feeding Time Starter Nut Feeder Small are <br>made with plastic fittings & lids with galvanized <br>wire mesh.,bird,bird_0,0.1531,1,,77
44311,B018Z1OIAS,"BAICFQUK Formal Pets Bowtie,Dog Cat Pets <br>Adjustable Bow Ties",Adjustable Bowtie Fashion Accessories for Pet Dog <br>Cat,dog,dog_0,0.3066666666666666,3,,77
137,B000958814,"Trixie Corner House For Guinea Pigs, 29 x 13 x <br>21cm",Corner House wood with lying area on the roof,rabbits and rodents,rabbits and rodents_1,0.4435666666666666,3,,77
925,B000PQ81Y6,"Frosty Paws, Original, 4 Count , 3.5 oz (Frozen)","Frosty Paws, the original frozen treats for your <br>dog!,,,Not for human consumption.,Water, Whey, Soy <br>Flour, Coconut Oil, Dried Whey Product, Whey <br>Protein, Soy Lecithin, Polysorbate 60, Calcium <br>Carbonate, Choline Chloride, Ferrous Sulfate, Zinc <br>Sulfate, Manganese Sulfate, Microcrystalline <br>Cellulose, ...",dog,dog_1,0.717825,4,,77
15,B00025YUHW,Penn-Plax Amazon Sword Plant - Large - 8 in.,"Authentic Underwater plant are life-like that once <br>theyre in the aquarium, you can't tell them from <br>the real thing. (Amazon Sword) (9"" tall)",other,other_3,0.9869,1,,77
146,B0002AQONA,Fluval Foam Pad - 2-Pack,"Fluval C2 Foam Pads Replacement Media, 2-pack, <br>capture large particles and debris for effective <br>mechanical filtration, a crucial stage in the <br>filtration process. The Fluval C2 Foam Pads <br>Replacement Media prevent bypass, and allow <br>efficient water flow with less clogging for long- <br>lasting filtration. ...",fish,fish_5,0.5871850000000001,20,1.0,77
869,B000E1PKW8,Brand New Rodent Gerbil Mouse Mice Critter Cage <br>H1010BLUE,"Brand New Rodent Gerbil Mouse Mice Critter Cage <br>H1010BLUE,,",rabbits and rodents,rabbits and rodents_3,-0.2746999999999999,3,1.0,77
9,B0000DD5WZ,"Grizzly G6950 HSS Round Adjustable Split Die, <br>1/2-Inch-13 by 1-1/2-Inch",Fractional and machine screw adjustable split dies <br>give you the flexibility you demand. We have <br>changed suppliers and are now buying these dies <br>directly from the factory. Our lower prices <br>reflect the savings that are being passed on to <br>you.,other,other_4,0.0,1,0.0,77
3197,B0061O3A1A,GroVia - Shell Snap Closure Baby Diaper with <br>Waterproof Layer - Surf,"GroVia's hybrid diaper system is the perfect <br>solution to on-the-go parenthood, is travel- <br>friendly and great for daycare. This system gives <br>parents options in convenience without harming our <br>planet. This trim, one-size diaper shell can be <br>used with a GroVia organic cotton soaker pad, <br>GroVia ...",other,other_0,0.773125,8,1.0,77
146,B0002DJVM8,Marineland NW1000 Natural Wave Pump Timer,"Alternating water currents created by the pumps <br>and powerheads plugged into natural wave wave <br>maker mimic actual wave patterns in the ocean, <br>stimulating live corals and providing a more <br>realistic aquatic environment.",fish,fish_1,0.4720133333333333,15,1.0,77
71,B0002Y1OCC,WAHL Pet Stylique Designer/Trimmer Replacement <br>Blade,"Pet Stylique Designer/Trimmer - Replacement <br>Blade.,,",other,other_6,0.4404,1,,77
81,B0002ARQDC,Marshall Ferret Leisure Lodge Frog,The Marshall leisure lodge is anything but the <br>same old accessory. Designed to look like a frog <br>and give your ferret a cute and comfy sleeping and <br>play area.,rabbits and rodents,rabbits and rodents_5,0.2362333333333333,3,1.0,77
788,B000Y901JM,East Side Collection Pink Rhinestone Nylon Cat <br>Leash 4' x 3/8&quot;,"The Fashionable Way For Cats & Their Owners To Hit <br>The Town! Made of durable nylon, they feature a <br>sparkling row of rhinestones for a glamorous look. <br>Built-to-last Leads include a nickel swivel clip <br>for easy attachment to harnesses and secure <br>stitching. Also great for tiny teacup dogs.",cat,cat_3,0.8402,1,1.0,78
224,B0002ARBGO,FRESHWATER LABS IRON TEST KIT (45 TESTS),Introduction to aquatic plant growth - Healthy <br>plant growth in an aquarium is dependent on the <br>following:Light and CO2: Essential components in <br>the photosynthesis process. - Oxygen: At night <br>plants use oxygen and produce CO2.Temperature: <br>Most aquarium plants are tropical and therefore <br>require a ...,rabbits and rodents,rabbits and rodents_3,0.3252,1,,78
7,B000096QLF,Water Worm Oozeoid,The Oozeoid Water Worm holds up to 1 pound of <br>water and does not require pumping.,other,other_4,0.1226,1,,78
245,B0002DGZUE,Living World Large Wood &amp; Rope Swing,The Living World Junglewood Large Wood and Rope <br>Swing is a great toy for your bird to chew at and <br>entertain itself with. The enriching toy <br>stimulates natural foraging and helps reduce <br>stress on your bird. The bright colors provide <br>visual stimulation and attract the bird's <br>attention. Your bird will ...,bird,bird_5,0.6694541666666667,24,1.0,78
17,B000255QMK,Aquaria Tetra Part Extention Tube Pf1 2,"Tetra is the only brand name that's become <br>synonymous with ornamental fish keeping, thanks to <br>Dr. Ulrich Baensch. He founded Tetra Werke <br>(Company) in Melle, Germany 50 years ago, and <br>pioneered the development of flake fish foods. <br>Tetra now manufactures hundreds of products and <br>publishes books for ...",fish,fish_3,0.28995,32,,78
90,B0006JLNF6,Eheim Extension Kit 4009620,Eheim Extension Kit 4009620,other,other_6,0.8666,1,,78
203,B0002FP3RI,Volkman Seed Avian Science Super Canary Seed 2lb,"Canary Bird Seed Ingredients: Canary Grass Seed, <br>Rape Seed, Golden German Millet,Steel-cut Oat <br>Chips, Flax Seed, Eggfood (Enriched Wheat Flour, <br>Dried Whole Eggs, Barley Malt, Niacin, Iron, <br>Thiamine, Riboflavin, Nyjer Seed, Fine Sunflower <br>Chips, Sesame Seed, Blue poppy Seed, Caraway Seed) <br>Hemp Seed, ...",bird,bird_1,0.2784909090909091,22,1.0,78
16566,B00IDBVVLU,"Zuke's 16-Ounce Mini Bakes Dog Treats, Turkey n' <br>Taterz","Over 325 treats per box Healthy, Natural and only <br>5 calories each No wheat, no corn, no artificial <br>flavors, no by-products. All natural. Stock your <br>pocket take mini bakes with you and don't worry <br>about the greasy residue other treats can leave in <br>your pocket or on your hands. Ingredients: Ground <br>...",dog,dog_3,0.667125,4,,78
